time,temperature_2m (°C),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²),terrestrial_radiation (W/m²),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),global_tilted_irradiance_instant (W/m²),terrestrial_radiation_instant (W/m²),relative_humidity_2m (%),wind_speed_10m (km/h),visibility (m),INV/1/DayEnergy (kWh),INV/2/DayEnergy (kWh),INV/3/DayEnergy (kWh),INV/4/DayEnergy (kWh),INV/5/DayEnergy (kWh),INV/6/DayEnergy (kWh),INV/7/DayEnergy (kWh),INV/8/DayEnergy (kWh)
2023-01-01T00:00,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,84,4.1,24140,,,,,,,,
2023-01-01T01:00,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,86,3.9,24140,,,,,,,,
2023-01-01T02:00,-1,0,0,0,0,0,0,0,0,0,0,0,0,88,3.9,24140,,,,,,,,
2023-01-01T03:00,-1.8,0,0,0,0,0,0,0,0,0,0,0,0,93,3.4,24140,,,,,,,,
2023-01-01T04:00,-2.1,0,0,0,0,0,0,0,0,0,0,0,0,93,2.2,24140,,,,,,,,
2023-01-01T05:00,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,92,0.8,24140,,,,,,,,
2023-01-01T06:00,-2.5,0,0,0,0,0,0,0,0,0,0,0,0,96,0.8,24140,,,,,,,,
2023-01-01T07:00,-3.6,0,0,0,0,0,0,0,0,0,0,0,0,100,1.6,24140,,,,,,,,
2023-01-01T08:00,-4.2,0,0,0,0,0,0,0,0,0,0,0,0,100,1.6,24140,,,,,,,,
2023-01-01T09:00,-3,28,3,25,25.4,28,110.9,58,6.2,51.8,34.9,38.5,229.6,100,1.3,24140,,,,,,,,
2023-01-01T10:00,-2.6,80,4,76,16.9,80,335.4,103.4,5.2,98.2,21.8,103.4,433.5,100,1.9,24140,,,,,,,,
2023-01-01T11:00,-2.3,129,4,125,11,129,514.1,146.8,4.6,142.2,12.5,146.8,584.9,100,2.6,24140,,,,,,,,
2023-01-01T12:00,-1.5,194,5,189,11.1,194,634.8,205.8,5.3,200.5,11.8,205.8,673.6,99,3.2,24140,,,,,,,,
2023-01-01T13:00,1.2,291,83,208,170.3,291,689.4,292.7,83.5,209.2,171.3,292.7,693.4,86,3.2,24140,,,,,,,,
2023-01-01T14:00,2.8,434,267,167,560.4,434,674,414,254.7,159.3,534.6,414,643,79,3.3,24140,,,,,,,,
2023-01-01T15:00,5.7,412,311,101,745.9,412,589.8,367.4,277.3,90.1,665.1,367.4,525.9,58,3.4,24140,,,,,,,,
2023-01-01T16:00,6,287,212,75,677.8,287,442.4,227,167.7,59.3,536.2,227,350,57,2.1,24140,,,,,,,,
2023-01-01T17:00,5.5,129,78,51,455.9,129,242,67.8,41,26.8,239.8,67.8,127.3,61,2.2,24140,,,,,,,,
2023-01-01T18:00,4,12,4,8,49.1,12,54.2,0,0,0,0,0,0,67,1.8,24140,,,,,,,,
2023-01-01T19:00,2.6,0,0,0,0,0,0,0,0,0,0,0,0,71,3.1,24140,,,,,,,,
2023-01-01T20:00,0.3,0,0,0,0,0,0,0,0,0,0,0,0,83,5.6,24140,,,,,,,,
2023-01-01T21:00,0.5,0,0,0,0,0,0,0,0,0,0,0,0,83,3.9,24140,,,,,,,,
2023-01-01T22:00,0.2,0,0,0,0,0,0,0,0,0,0,0,0,83,3.7,24140,,,,,,,,
2023-01-01T23:00,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,86,3.9,24140,,,,,,,,
2023-01-02T00:00,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,88,4.6,24140,,,,,,,,
2023-01-02T01:00,-1.2,0,0,0,0,0,0,0,0,0,0,0,0,88,4.3,24140,,,,,,,,
2023-01-02T02:00,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,89,4.1,24140,,,,,,,,
2023-01-02T03:00,-2.7,0,0,0,0,0,0,0,0,0,0,0,0,91,3.1,24140,,,,,,,,
2023-01-02T04:00,-3.2,0,0,0,0,0,0,0,0,0,0,0,0,93,2.2,24140,,,,,,,,
2023-01-02T05:00,-3.9,0,0,0,0,0,0,0,0,0,0,0,0,96,1.4,24140,,,,,,,,
2023-01-02T06:00,-4.4,0,0,0,0,0,0,0,0,0,0,0,0,100,0.7,24140,,,,,,,,
2023-01-02T07:00,-4.6,0,0,0,0,0,0,0,0,0,0,0,0,100,0.7,24140,,,,,,,,
2023-01-02T08:00,-4.5,0,0,0,0,0,0,0,0,0,0,0,0,100,0,24140,,,,,,,,
2023-01-02T09:00,-3.8,27,0,27,0,27,110.5,56,0,56,0,37.1,229.4,100,0.8,24140,,,,,,,,
2023-01-02T10:00,-3.3,77,1,76,4.2,77,335.5,99.6,1.3,98.3,5.5,99.6,433.8,100,0.8,24140,,,,,,,,
2023-01-02T11:00,-2.5,132,2,130,5.5,132,514.7,150.2,2.3,148,6.3,150.2,585.8,97,2.3,24140,,,,,,,,
2023-01-02T12:00,-2.1,177,2,175,4.4,177,636,187.9,2.1,185.7,4.7,187.9,675,100,2.5,24140,,,,,,,,
2023-01-02T13:00,-1.1,228,15,213,30.7,228,691.1,229.4,15.1,214.3,30.9,229.4,695.4,93,2.6,24140,,,,,,,,
2023-01-02T14:00,1.4,310,89,221,186.2,310,676.2,295.9,85,210.9,177.7,295.9,645.5,77,2.5,24140,,,,,,,,
2023-01-02T15:00,3.3,381,228,153,544.4,381,592.5,340,203.5,136.5,485.8,340,528.8,71,3.4,24140,,,,,,,,
2023-01-02T16:00,3.7,293,224,69,711.3,293,445.5,232.3,177.6,54.7,563.9,232.3,353.2,70,2.3,24140,,,,,,,,
2023-01-02T17:00,3.3,132,80,52,461.3,132,245.3,70.3,42.6,27.7,245.7,70.3,130.7,72,1.8,24140,,,,,,,,
2023-01-02T18:00,1.9,13,4,9,48.4,13,55.9,0,0,0,0,0,0,79,1.8,24140,,,,,,,,
2023-01-02T19:00,0.6,0,0,0,0,0,0,0,0,0,0,0,0,84,3.2,24140,,,,,,,,
2023-01-02T20:00,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,92,4.8,24140,,,,,,,,
2023-01-02T21:00,-1.2,0,0,0,0,0,0,0,0,0,0,0,0,92,4.4,24140,,,,,,,,
2023-01-02T22:00,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,92,4.6,24140,,,,,,,,
2023-01-02T23:00,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,93,4.4,24140,,,,,,,,
2023-01-03T00:00,-2.6,0,0,0,0,0,0,0,0,0,0,0,0,93,3.1,24140,,,,,,,,
2023-01-03T01:00,-4,0,0,0,0,0,0,0,0,0,0,0,0,100,3.6,24140,,,,,,,,
2023-01-03T02:00,-4.4,0,0,0,0,0,0,0,0,0,0,0,0,100,3,24140,,,,,,,,
2023-01-03T03:00,-4,0,0,0,0,0,0,0,0,0,0,0,0,100,2.8,24140,,,,,,,,
2023-01-03T04:00,-4.8,0,0,0,0,0,0,0,0,0,0,0,0,100,2.3,24140,,,,,,,,
2023-01-03T05:00,-5.1,0,0,0,0,0,0,0,0,0,0,0,0,100,1.3,24140,,,,,,,,
2023-01-03T06:00,-4.7,0,0,0,0,0,0,0,0,0,0,0,0,100,0.7,24140,,,,,,,,
2023-01-03T07:00,-4.1,0,0,0,0,0,0,0,0,0,0,0,0,100,1.3,24140,,,,,,,,
2023-01-03T08:00,-4.2,0,0,0,0,0,0,0,0,0,0,0,0,100,1.9,24140,,,,,,,,
2023-01-03T09:00,-3.4,22,0,22,0,22,110.3,45.8,0,45.8,0,30.2,229.4,100,3.1,24140,,,,,,,,
2023-01-03T10:00,-3.1,70,1,69,4.2,70,335.7,90.6,1.3,89.3,5.5,90.6,434.3,100,1.9,24140,,,,,,,,
2023-01-03T11:00,-2.6,153,20,133,54.9,153,515.4,174.2,22.8,151.4,62.5,174.2,586.8,100,1.5,24140,,,,,,,,
2023-01-03T12:00,-1.8,208,13,195,28.9,208,637.3,220.8,13.8,207,30.6,220.8,676.6,95,2.6,24140,,,,,,,,
2023-01-03T13:00,0,285,57,228,116.4,285,693,286.9,57.4,229.5,117.1,286.9,697.5,86,2.3,24140,,,,,,,,
2023-01-03T14:00,1.8,429,237,192,494,429,678.7,409.7,226.3,183.4,471.8,409.7,648.1,79,2.6,24140,,,,,,,,
2023-01-03T15:00,4,407,292,115,693.8,407,595.4,363.6,260.8,102.7,619.8,363.6,531.8,67,2.8,24140,,,,,,,,
2023-01-03T16:00,4.2,290,212,78,668.3,290,448.7,230.4,168.4,62,531,230.4,356.5,68,1.5,24140,,,,,,,,
2023-01-03T17:00,3.8,134,81,53,460.6,134,248.8,72.3,43.7,28.6,248.4,72.3,134.2,71,3,24140,,,,,,,,
2023-01-03T18:00,1.8,13,4,9,47.7,13,57.7,0,0,0,0,0,0,82,2.9,24140,,,,,,,,
2023-01-03T19:00,1.1,0,0,0,0,0,0,0,0,0,0,0,0,84,1.5,24140,,,,,,,,
2023-01-03T20:00,0.2,0,0,0,0,0,0,0,0,0,0,0,0,88,3.1,24140,,,,,,,,
2023-01-03T21:00,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,87,1.5,24140,,,,,,,,
2023-01-03T22:00,-1.2,0,0,0,0,0,0,0,0,0,0,0,0,91,2.9,24140,,,,,,,,
2023-01-03T23:00,-2.9,0,0,0,0,0,0,0,0,0,0,0,0,100,4,24140,,,,,,,,
2023-01-04T00:00,-2.9,0,0,0,0,0,0,0,0,0,0,0,0,100,3.1,24140,,,,,,,,
2023-01-04T01:00,-2.9,0,0,0,0,0,0,0,0,0,0,0,0,100,2.1,24140,,,,,,,,
2023-01-04T02:00,-3.6,0,0,0,0,0,0,0,0,0,0,0,0,100,2.1,24140,,,,,,,,
2023-01-04T03:00,-3.3,0,0,0,0,0,0,0,0,0,0,0,0,100,2.5,24140,,,,,,,,
2023-01-04T04:00,-3.5,0,0,0,0,0,0,0,0,0,0,0,0,99,2.9,24140,,,,,,,,
2023-01-04T05:00,-3.9,0,0,0,0,0,0,0,0,0,0,0,0,96,3.6,24140,,,,,,,,
2023-01-04T06:00,-4.4,0,0,0,0,0,0,0,0,0,0,0,0,98,2.9,24140,,,,,,,,
2023-01-04T07:00,-4.6,0,0,0,0,0,0,0,0,0,0,0,0,100,1.1,24140,,,,,,,,
2023-01-04T08:00,-5.3,0,0,0,0,0,0,0,0,0,0,0,0,100,0.7,24140,,,,,,,,
2023-01-04T09:00,-5.3,22,0,22,0,22,110.2,45.8,0,45.8,0,30.2,229.5,100,0.7,24140,,,,,,,,
2023-01-04T10:00,-5.4,73,4,69,16.8,73,336,94.5,5.2,89.3,21.8,94.5,434.9,100,1.4,24140,,,,,,,,
2023-01-04T11:00,-5.1,143,8,135,21.9,143,516.3,162.9,9.1,153.7,25,162.9,588,100,2.3,24140,,,,,,,,
2023-01-04T12:00,-3.9,238,36,202,79.7,238,638.7,252.8,38.2,214.5,84.7,252.8,678.3,97,3.1,24140,,,,,,,,
2023-01-04T13:00,-1.6,344,127,217,258.5,344,695,346.4,127.9,218.5,260.3,346.4,699.8,87,3.6,24140,,,,,,,,
2023-01-04T14:00,0.8,475,330,145,685.2,475,681.2,453.9,315.3,138.6,654.8,453.9,651,75,2.9,24140,,,,,,,,
2023-01-04T15:00,3.6,424,338,86,799,424,598.4,379.1,302.2,76.9,714.5,379.1,535.1,60,2.5,24140,,,,,,,,
2023-01-04T16:00,3.9,299,223,76,697.7,299,452.1,238.1,177.6,60.5,555.7,238.1,360,58,3,24140,,,,,,,,
2023-01-04T17:00,3.4,141,88,53,493.3,141,252.4,77,48.1,28.9,269.4,77,137.8,64,2.9,24140,,,,,,,,
2023-01-04T18:00,1.9,14,5,9,58.7,14,59.6,0,0,0,0,0,0,71,1.3,24140,,,,,,,,
2023-01-04T19:00,1.1,0,0,0,0,0,0,0,0,0,0,0,0,72,1.5,24140,,,,,,,,
2023-01-04T20:00,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,78,4.1,24140,,,,,,,,
2023-01-04T21:00,-1.8,0,0,0,0,0,0,0,0,0,0,0,0,84,3.6,24140,,,,,,,,
2023-01-04T22:00,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,85,2.5,24140,,,,,,,,
2023-01-04T23:00,-2.4,0,0,0,0,0,0,0,0,0,0,0,0,84,1.8,24140,,,,,,,,
2023-01-05T00:00,-2.7,0,0,0,0,0,0,0,0,0,0,0,0,84,2.3,24140,,,,,,,,
2023-01-05T01:00,-3.5,0,0,0,0,0,0,0,0,0,0,0,0,86,3,24140,,,,,,,,
2023-01-05T02:00,-4.5,0,0,0,0,0,0,0,0,0,0,0,0,89,2.9,24140,,,,,,,,
2023-01-05T03:00,-5.3,0,0,0,0,0,0,0,0,0,0,0,0,95,2.3,24140,,,,,,,,
2023-01-05T04:00,-5.1,0,0,0,0,0,0,0,0,0,0,0,0,99,0.5,24140,,,,,,,,
2023-01-05T05:00,-5,0,0,0,0,0,0,0,0,0,0,0,0,100,0.8,24140,,,,,,,,
2023-01-05T06:00,-4.9,0,0,0,0,0,0,0,0,0,0,0,0,100,1.5,24140,,,,,,,,
2023-01-05T07:00,-5.1,0,0,0,0,0,0,0,0,0,0,0,0,100,2.2,24140,,,,,,,,
2023-01-05T08:00,-5,0,0,0,0,0,0,0,0,0,0,0,0,100,3.2,24140,,,,,,,,
2023-01-05T09:00,-4.2,27,0,27,0,27,110.2,56.3,0,56.3,0,37.1,229.7,100,1.9,24140,,,,,,,,
2023-01-05T10:00,-3.9,78,0,78,0,78,336.5,101,0,101,0,101,435.6,98,1.1,24140,,,,,,,,
2023-01-05T11:00,-3.3,157,2,155,5.5,157,517.3,178.8,2.3,176.6,6.2,178.8,589.3,95,1.9,24140,,,,,,,,
2023-01-05T12:00,-1.8,291,82,209,181.1,291,640.4,309.1,87.1,222,192.4,309.1,680.3,85,2.9,24140,,,,,,,,
2023-01-05T13:00,0.4,466,316,150,641.2,466,697.2,469.4,318.3,151.1,645.8,469.4,702.3,74,2.9,24140,,,,,,,,
2023-01-05T14:00,2,489,408,81,843.8,489,684,467.5,390.1,77.4,806.8,467.5,653.9,66,2.6,24140,,,,,,,,
2023-01-05T15:00,2.6,420,349,71,820.7,420,601.6,375.9,312.4,63.5,734.5,375.9,538.4,63,2.6,24140,,,,,,,,
2023-01-05T16:00,2.9,290,216,74,670.6,290,455.6,231.5,172.4,59.1,535.3,231.5,363.7,63,2.3,24140,,,,,,,,
2023-01-05T17:00,2.5,137,85,52,469.6,137,256.1,75.7,47,28.8,259.6,75.7,141.6,65,1.4,24140,,,,,,,,
2023-01-05T18:00,0.8,15,5,10,57.8,15,61.5,0,0,0,0,0,0,76,3.2,24140,,,,,,,,
2023-01-05T19:00,-1.1,0,0,0,0,0,0,0,0,0,0,0,0,89,5.1,24140,,,,,,,,
2023-01-05T20:00,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,92,5.4,24140,,,,,,,,
2023-01-05T21:00,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,88,3.6,24140,,,,,,,,
2023-01-05T22:00,-2.6,0,0,0,0,0,0,0,0,0,0,0,0,86,2.6,24140,,,,,,,,
2023-01-05T23:00,-2.7,0,0,0,0,0,0,0,0,0,0,0,0,84,2.1,24140,,,,,,,,
2023-01-06T00:00,-3.1,0,0,0,0,0,0,0,0,0,0,0,0,87,2.3,24140,,,,,,,,
2023-01-06T01:00,-3.7,0,0,0,0,0,0,0,0,0,0,0,0,91,3.6,24140,,,,,,,,
2023-01-06T02:00,-4.1,0,0,0,0,0,0,0,0,0,0,0,0,93,4.4,24140,,,,,,,,
2023-01-06T03:00,-4.4,0,0,0,0,0,0,0,0,0,0,0,0,92,3.8,24140,,,,,,,,
2023-01-06T04:00,-4.2,0,0,0,0,0,0,0,0,0,0,0,0,87,3.4,24140,,,,,,,,
2023-01-06T05:00,-4.6,0,0,0,0,0,0,0,0,0,0,0,0,89,3.4,24140,,,,,,,,
2023-01-06T06:00,-4.6,0,0,0,0,0,0,0,0,0,0,0,0,87,2.2,24140,,,,,,,,
2023-01-06T07:00,-4.8,0,0,0,0,0,0,0,0,0,0,0,0,86,1.1,24140,,,,,,,,
2023-01-06T08:00,-4.4,0,0,0,0,0,0,0,0,0,0,0,0,82,1.6,24140,,,,,,,,
2023-01-06T09:00,-4.2,44,11,33,93,44,110.3,91.8,22.9,68.8,128,60.5,230.1,88,2.4,24140,,,,,,,,
2023-01-06T10:00,-2.5,177,77,100,323.1,177,337.1,229.2,99.7,129.5,418.3,229.2,436.5,85,1.5,24140,,,,,,,,
2023-01-06T11:00,-0.9,334,210,124,572.9,334,518.5,380.5,239.3,141.3,652.7,380.5,590.8,80,3.1,24140,,,,,,,,
2023-01-06T12:00,1.7,449,348,101,766.6,449,642.1,477.1,369.8,107.3,814.6,477.1,682.3,70,1.8,24140,,,,,,,,
2023-01-06T13:00,4.6,494,381,113,770.4,494,699.5,497.8,383.9,113.9,776.4,497.8,704.9,65,2.9,24140,,,,,,,,
2023-01-06T14:00,6.2,419,219,200,451,419,686.8,400.8,209.5,191.3,431.5,400.8,657,58,3.5,24140,,,,,,,,
2023-01-06T15:00,8.1,351,169,182,395.2,351,604.9,314.5,151.4,163.1,354.1,314.5,541.9,47,3.3,24140,,,,,,,,
2023-01-06T16:00,7.9,289,195,94,600.6,289,459.3,231.2,156,75.2,480.5,231.2,367.4,44,2.4,24140,,,,,,,,
2023-01-06T17:00,7.1,112,29,83,157.8,112,259.9,62.7,16.2,46.5,88.3,62.7,145.5,52,2.7,24140,,,,,,,,
2023-01-06T18:00,4.8,12,0,12,0,12,63.5,0,0,0,0,0,0,65,2.9,24140,,,,,,,,
2023-01-06T19:00,2.8,0,0,0,0,0,0,0,0,0,0,0,0,69,5.4,24140,,,,,,,,
2023-01-06T20:00,1.3,0,0,0,0,0,0,0,0,0,0,0,0,70,5,24140,,,,,,,,
2023-01-06T21:00,2.1,0,0,0,0,0,0,0,0,0,0,0,0,57,4.2,24140,,,,,,,,
2023-01-06T22:00,2.8,0,0,0,0,0,0,0,0,0,0,0,0,55,1.8,21420,,,,,,,,
2023-01-06T23:00,1.7,0,0,0,0,0,0,0,0,0,0,0,0,61,4.7,3140,,,,,,,,
2023-01-07T00:00,1.1,0,0,0,0,0,0,0,0,0,0,0,0,68,3.2,400,,,,,,,,
2023-01-07T01:00,1.4,0,0,0,0,0,0,0,0,0,0,0,0,77,6.9,13500,,,,,,,,
2023-01-07T02:00,1.4,0,0,0,0,0,0,0,0,0,0,0,0,83,5.6,8060,,,,,,,,
2023-01-07T03:00,1.6,0,0,0,0,0,0,0,0,0,0,0,0,82,2.8,14380,,,,,,,,
2023-01-07T04:00,1,0,0,0,0,0,0,0,0,0,0,0,0,85,2.3,24140,,,,,,,,
2023-01-07T05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,88,1.8,22700,,,,,,,,
2023-01-07T06:00,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,90,3.7,22340,,,,,,,,
2023-01-07T07:00,-1.2,0,0,0,0,0,0,0,0,0,0,0,0,94,3,24140,,,,,,,,
2023-01-07T08:00,-1,0,0,0,0,0,0,0,0,0,0,0,0,91,3,24140,,,,,,,,
2023-01-07T09:00,0.4,36,7,29,59.1,36,110.6,75.1,14.6,60.5,81.4,49.6,230.6,94,1.4,24140,,,,,,,,
2023-01-07T10:00,1.1,97,16,81,67,97,337.9,125.6,20.7,104.9,86.7,125.6,437.6,94,2.4,24140,,,,,,,,
2023-01-07T11:00,2.2,135,6,129,16.3,135,519.9,153.8,6.8,147,18.6,153.8,592.4,90,4.8,24140,,,,,,,,
2023-01-07T12:00,3.1,235,76,159,166.9,235,644,249.8,80.8,169,177.4,249.8,684.5,85,6.1,24140,,,,,,,,
2023-01-07T13:00,4.1,401,220,181,443.3,401,702,404.2,221.8,182.5,446.8,404.2,707.7,76,5.9,24140,,,,,,,,
2023-01-07T14:00,4.7,409,233,176,477.8,409,689.8,391.5,223,168.5,457.3,391.5,660.3,69,5.8,24140,,,,,,,,
2023-01-07T15:00,5,398,250,148,581.3,398,608.3,356.9,224.2,132.7,521.3,356.9,545.5,72,4.7,24140,,,,,,,,
2023-01-07T16:00,5,270,151,119,461.3,270,463,216.5,121.1,95.4,369.9,216.5,371.3,70,3.3,24140,,,,,,,,
2023-01-07T17:00,4.6,140,74,66,396.7,140,263.8,79.3,41.9,37.4,224.7,79.3,149.4,70,2.3,24140,,,,,,,,
2023-01-07T18:00,3.2,17,5,12,56,17,65.6,0,0,0,0,0,0,76,1.5,24140,,,,,,,,
2023-01-07T19:00,1.3,0,0,0,0,0,0,0,0,0,0,0,0,85,4.6,24140,,,,,,,,
2023-01-07T20:00,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,92,4.3,24140,,,,,,,,
2023-01-07T21:00,1.2,0,0,0,0,0,0,0,0,0,0,0,0,83,0.4,24140,,,,,,,,
2023-01-07T22:00,1,0,0,0,0,0,0,0,0,0,0,0,0,82,2.4,24140,,,,,,,,
2023-01-07T23:00,0.1,0,0,0,0,0,0,0,0,0,0,0,0,86,4,24140,,,,,,,,
2023-01-08T00:00,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,91,3.9,24140,,,,,,,,
2023-01-08T01:00,-1,0,0,0,0,0,0,0,0,0,0,0,0,93,3.7,24140,,,,,,,,
2023-01-08T02:00,-1.3,0,0,0,0,0,0,0,0,0,0,0,0,93,2.5,24140,,,,,,,,
2023-01-08T03:00,-1.1,0,0,0,0,0,0,0,0,0,0,0,0,89,1.3,24140,,,,,,,,
2023-01-08T04:00,-1.9,0,0,0,0,0,0,0,0,0,0,0,0,95,2.7,24140,,,,,,,,
2023-01-08T05:00,-2.7,0,0,0,0,0,0,0,0,0,0,0,0,97,3.1,24140,,,,,,,,
2023-01-08T06:00,-2.7,0,0,0,0,0,0,0,0,0,0,0,0,95,3.2,24140,,,,,,,,
2023-01-08T07:00,-3.3,0,0,0,0,0,0,0,0,0,0,0,0,97,3.4,24140,,,,,,,,
2023-01-08T08:00,-3.9,0,0,0,0,0,0,0,0,0,0,0,0,100,2.6,24140,,,,,,,,
2023-01-08T09:00,-3.1,31,1,30,8.4,31,111,64.6,2.1,62.5,11.6,42.7,231.3,100,3.1,24140,,,,,,,,
2023-01-08T10:00,-3.1,88,2,86,8.3,88,338.8,114,2.6,111.4,10.8,114,438.8,100,2.4,24140,,,,,,,,
2023-01-08T11:00,-2.5,151,1,150,2.7,151,521.3,172.1,1.1,171,3.1,172.1,594.2,100,1.8,24140,,,,,,,,
2023-01-08T12:00,-1.4,218,19,199,41.6,218,646.1,231.7,20.2,211.6,44.2,231.7,686.9,95,3.4,24140,,,,,,,,
2023-01-08T13:00,1.2,354,135,219,271,354,704.6,357,136.1,220.8,273.3,357,710.5,80,4.6,24140,,,,,,,,
2023-01-08T14:00,2.7,492,353,139,720.5,492,693,471.2,338,133.1,690,471.2,663.6,75,5.1,24140,,,,,,,,
2023-01-08T15:00,2.8,434,324,110,749,434,611.9,389.6,290.8,98.7,672.4,389.6,549.3,72,5.1,24140,,,,,,,,
2023-01-08T16:00,2.9,308,215,93,651.4,308,466.9,247.6,172.8,74.8,523.6,247.6,375.3,71,5.1,24140,,,,,,,,
2023-01-08T17:00,2.4,152,98,54,517.5,152,267.9,87.1,56.2,30.9,296.5,87.1,153.5,73,5.1,24140,,,,,,,,
2023-01-08T18:00,1,19,8,11,88.2,19,67.6,0,0,0,0,0,0,82,2.6,24140,,,,,,,,
2023-01-08T19:00,0.4,0,0,0,0,0,0,0,0,0,0,0,0,82,0.4,24140,,,,,,,,
2023-01-08T20:00,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,84,3.5,24140,,,,,,,,
2023-01-08T21:00,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,89,2.9,24140,,,,,,,,
2023-01-08T22:00,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,94,2.9,24140,,,,,,,,
2023-01-08T23:00,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,95,2,24140,,,,,,,,
2023-01-09T00:00,-1.9,0,0,0,0,0,0,0,0,0,0,0,0,96,0.8,24140,,,,,,,,
2023-01-09T01:00,-2.5,0,0,0,0,0,0,0,0,0,0,0,0,99,1.1,24140,,,,,,,,
2023-01-09T02:00,-3.1,0,0,0,0,0,0,0,0,0,0,0,0,100,1.8,24140,,,,,,,,
2023-01-09T03:00,-1.9,0,0,0,0,0,0,0,0,0,0,0,0,100,4.3,24140,,,,,,,,
2023-01-09T04:00,-1.9,0,0,0,0,0,0,0,0,0,0,0,0,100,4.3,24140,,,,,,,,
2023-01-09T05:00,-2,0,0,0,0,0,0,0,0,0,0,0,0,100,3.8,24140,,,,,,,,
2023-01-09T06:00,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,100,3.3,24140,,,,,,,,
2023-01-09T07:00,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,100,2.6,24140,,,,,,,,
2023-01-09T08:00,-2.5,0,0,0,0,0,0,0,0,0,0,0,0,100,3.6,24140,,,,,,,,
2023-01-09T09:00,-1.6,21,0,21,0,21,111.6,43.7,0,43.7,0,29,232.1,92,4.7,24140,,,,,,,,
2023-01-09T10:00,-1.4,83,6,77,25,83,339.9,107.5,7.8,99.7,32.3,107.5,440.1,89,4.6,24140,,,,,,,,
2023-01-09T11:00,-0.2,208,81,127,219.1,208,523,237.1,92.3,144.8,249.7,237.1,596.1,78,5.1,24140,,,,,,,,
2023-01-09T12:00,1.2,354,176,178,384,354,648.3,376.4,187.1,189.3,408.3,376.4,689.3,68,5,24140,,,,,,,,
2023-01-09T13:00,2,463,276,187,551.8,463,707.4,467,278.4,188.6,556.7,467,713.6,66,4.1,24140,,,,,,,,
2023-01-09T14:00,2.6,465,297,168,603.4,465,696.2,445.5,284.6,161,578.1,445.5,667.1,65,4,24140,,,,,,,,
2023-01-09T15:00,3.1,423,303,120,696.2,423,615.6,380.1,272.3,107.8,625.6,380.1,553.1,64,3.3,24140,,,,,,,,
2023-01-09T16:00,3,259,132,127,396.5,259,470.9,208.7,106.3,102.3,319.5,208.7,379.4,64,3.6,24140,,,,,,,,
2023-01-09T17:00,2.6,150,87,63,452.4,150,272,86.9,50.4,36.5,262.2,86.9,157.7,66,2.3,24140,,,,,,,,
2023-01-09T18:00,1.4,20,8,12,86.7,20,69.8,0,0,0,0,0,0,74,2.2,24140,,,,,,,,
2023-01-09T19:00,0.6,0,0,0,0,0,0,0,0,0,0,0,0,76,2.1,24140,,,,,,,,
2023-01-09T20:00,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,82,3.8,24140,,,,,,,,
2023-01-09T21:00,-1.2,0,0,0,0,0,0,0,0,0,0,0,0,86,2.9,24140,,,,,,,,
2023-01-09T22:00,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,88,2.3,24140,,,,,,,,
2023-01-09T23:00,-1.8,0,0,0,0,0,0,0,0,0,0,0,0,87,2.3,24140,,,,,,,,
2023-01-10T00:00,-2.4,0,0,0,0,0,0,0,0,0,0,0,0,88,2.4,24140,,,,,,,,
2023-01-10T01:00,-2.8,0,0,0,0,0,0,0,0,0,0,0,0,90,3.2,24140,,,,,,,,
2023-01-10T02:00,-3.4,0,0,0,0,0,0,0,0,0,0,0,0,95,3.8,24140,,,,,,,,
2023-01-10T03:00,-4.7,0,0,0,0,0,0,0,0,0,0,0,0,99,2.9,24140,,,,,,,,
2023-01-10T04:00,-5.1,0,0,0,0,0,0,0,0,0,0,0,0,97,2.7,24140,,,,,,,,
