time,temperature_2m (°C),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²),terrestrial_radiation (W/m²),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),global_tilted_irradiance_instant (W/m²),terrestrial_radiation_instant (W/m²),relative_humidity_2m (%),wind_speed_10m (km/h),visibility (m),INV/1/DayEnergy (kWh),INV/2/DayEnergy (kWh),INV/3/DayEnergy (kWh),INV/4/DayEnergy (kWh),INV/5/DayEnergy (kWh),INV/6/DayEnergy (kWh),INV/7/DayEnergy (kWh),INV/8/DayEnergy (kWh)
2024-08-07T22:00,24.5,0,0,0,0,0,0,0,0,0,0,0,0,39,8.2,76480,0,0,0,0,0,0,0,0
2024-08-07T23:00,23.8,0,0,0,0,0,0,0,0,0,0,0,0,41,6,76020,0,0,0,0,0,0,0,0
2024-08-08T00:00,23.3,0,0,0,0,0,0,0,0,0,0,0,0,41,5.2,76060,0,0,0,0,0,0,0,0
2024-08-08T01:00,22.5,0,0,0,0,0,0,0,0,0,0,0,0,45,4.4,75860,0,0,0,0,0,0,0,0
2024-08-08T02:00,21.6,0,0,0,0,0,0,0,0,0,0,0,0,48,4.4,75400,0,0,0,0,0,0,0,0
2024-08-08T03:00,21.2,0,0,0,0,0,0,0,0,0,0,0,0,49,4.8,74740,0,0,0,0,0,0,0,0
2024-08-08T04:00,21,0,0,0,0,0,0,0,0,0,0,0,0,50,3.8,74300,0,0,0,0,0,0,0,0
2024-08-08T05:00,20.7,0,0,0,0,0,0,0,0,0,0,0,0,51,3.9,73940,0,0,0,0,0,0,0,0
2024-08-08T06:00,20.7,0,0,0,0,0,0,0,0,0,0,0,8.3,54,1.6,74660,5.707033583,4.637566833,9.404265,12.94166667,5.675,5.87677075,7.683333333,6.793236917
2024-08-08T07:00,20.2,59,23,36,166.1,59,139.6,114.9,44.8,70.1,245.3,87.1,271.9,53,3.2,73620,104.5395917,86.05819167,115.3333333,105.1666667,91.61930833,86.62855,97.09275,94.84631667
2024-08-08T08:00,21.4,229,144,85,475.4,229,403,302.4,190.2,112.2,627.8,302.4,532.2,50,3.8,73560,438.7302083,379.896175,440.9947167,410.8333333,393.8384,383.434425,397.8923917,400.9237917
2024-08-08T09:00,23.7,432,321,111,652.8,432,654.2,509.4,378.5,130.9,769.7,509.4,771.5,44,7.6,75540,1007.255067,917.8912167,1007.072933,950.1651083,932.8946833,917.0687167,940.3929917,941.81275
2024-08-08T10:00,25.8,623,495,128,751.6,623,876.2,692.2,550,142.2,835.1,692.2,973.5,41,8.7,75840,1756.496875,1641.610742,1754.853483,1673.964033,1657.813175,1641.624592,1666.01185,1663.340342
2024-08-08T11:00,27.8,780,645,135,814.5,780,1053.6,832.4,688.3,144.1,869.2,832.4,1124.3,35,6.6,76660,2621.179792,2487.530683,2612.333392,2514.4547,2499.289308,2488.182317,2516.809883,2499.202233
2024-08-08T12:00,29.7,889,752,137,851.9,889,1174.4,918.8,777.2,141.6,880.4,918.8,1213.8,30,6,78260,3537.941433,3384.790917,3518.75135,3405,3387.97575,3393.294675,3425.442017,3383.951408
2024-08-08T13:00,31.5,931,781,150,844.5,931,1230.4,935,784.3,150.6,848.1,935,1235.7,25,8,80180,4470.780658,4304.069675,4439.279083,4311.58275,4294.574975,4314.020908,4350.965583,4286.856158
2024-08-08T14:00,32.5,932,798,134,871.9,932,1217.8,909.6,778.9,130.8,851,909.6,1188.5,24,10,80720,5358.16195,5184.7945,5318.996917,5184.023725,5163.0767,5202.6573,5240.140033,5150.301758
2024-08-08T15:00,33.8,867,744,123,870.4,867,1137.2,820,703.7,116.3,823.2,820,1075.6,24,11.2,80640,6142.787667,5979.351325,6101.223933,5966.798142,5947.172475,5992.0932,6029.598275,5924.766808
2024-08-08T16:00,33.7,743,632,111,845.7,743,994.3,675.8,574.8,101,769.2,675.8,904.4,24,11.7,80740,6764.045025,6623.833333,6726.740892,6593.493725,6572.993558,6630.298042,6667.611658,6545.771508
2024-08-08T17:00,33.5,550,432,118,719.6,550,798.8,472.8,371.4,101.4,618.6,472.8,686.7,24,7.5,80880,7164.306908,7055.5,7135.492983,7018.111683,6996.666667,7054.5,7095,6953.662733
2024-08-08T18:00,32.9,309,198,111,467.2,309,563.9,239.6,153.6,86.1,362.3,239.6,437.3,22,14.6,81560,7340,7253.5,7309,7200.333333,7185.2295,7244.416525,7279.666667,7130.166667
2024-08-08T19:00,31.4,133,70,63,304.7,133,305.7,75.4,39.7,35.7,172.7,75.4,173.2,24,13.8,81220,7376,7299,7344,7242,7222,7286,7322,7162
2024-08-08T20:00,29.2,21,7,14,69.1,21,76.4,0,0,0,0,0,0,27,7,80640,7382,7304,7344,7242,7222,7286,7322,7162
2024-08-08T21:00,27.2,0,0,0,0,0,0,0,0,0,0,0,0,30,4.2,79740,0,0,0,0,0,0,0,0
2024-08-08T22:00,24.6,0,0,0,0,0,0,0,0,0,0,0,0,37,7.4,77200,0,0,0,0,0,0,0,0
2024-08-08T23:00,23.9,0,0,0,0,0,0,0,0,0,0,0,0,40,4.8,76640,0,0,0,0,0,0,0,0
2024-08-09T00:00,23,0,0,0,0,0,0,0,0,0,0,0,0,39,5.9,76840,0,0,0,0,0,0,0,0
2024-08-09T01:00,22.4,0,0,0,0,0,0,0,0,0,0,0,0,41,6.2,76280,0,0,0,0,0,0,0,0
2024-08-09T02:00,21.4,0,0,0,0,0,0,0,0,0,0,0,0,44,5.8,75760,0,0,0,0,0,0,0,0
2024-08-09T03:00,21.1,0,0,0,0,0,0,0,0,0,0,0,0,48,4,75220,0,0,0,0,0,0,0,0
2024-08-09T04:00,20.3,0,0,0,0,0,0,0,0,0,0,0,0,52,3.9,73260,0,0,0,0,0,0,0,0
2024-08-09T05:00,20.1,0,0,0,0,0,0,0,0,0,0,0,0,53,3.6,72720,0,0,0,0,0,0,0,0
2024-08-09T06:00,19.7,0,0,0,0,0,0,0,0,0,0,0,4.7,56,2.8,71200,4.615137667,4.201430667,10.94666667,7.968333333,10.29666667,7.993433333,7.855,12.06359167
2024-08-09T07:00,20.4,57,20,37,145.7,57,136.1,112.5,39.5,73,214.5,83.9,268.7,56,3.1,71660,105.6666667,84.94538333,116.0730583,103.2059917,105.1666667,101.8333333,99.54459167,106
2024-08-09T08:00,22.5,224,134,90,445.8,224,400,296.5,177.3,119.1,590,296.5,529.4,57,1.3,70520,437.4988,379.6135583,443.18925,399.7308917,402.766225,391.6045917,396.1666667,412.6666667
2024-08-09T09:00,25,422,301,121,614.7,422,651.7,498,355.2,142.8,725.4,498,769.1,47,4,74840,1002.98085,913.3915417,1001.412425,935.847625,939.3487167,925.7366,931.824275,947.8299167
2024-08-09T10:00,27.5,619,481,138,732.5,619,873.9,688,534.6,153.4,814.2,688,971.3,38,4.3,76000,1746.422392,1629.992167,1741.013375,1658.1862,1656.276275,1642.008867,1650.993083,1661.395642
2024-08-09T11:00,30.2,779,644,135,815.1,779,1051.5,831.4,687.3,144.1,869.9,831.4,1122.3,31,4,78400,2594.868392,2447.275408,2573.521475,2474.521258,2473.088483,2467.628675,2475.97765,2475.465608
2024-08-09T12:00,32.1,889,749,140,850.2,889,1172.4,918.8,774.1,144.7,878.7,918.8,1211.7,25,11,80720,3484.873017,3314.5722,3446.906108,3331.449858,3335.643167,3355.420675,3359.333333,3332.5
2024-08-09T13:00,33.4,911,743,168,805,911,1228.4,914.8,746.1,168.7,808.4,914.8,1233.5,22,11.9,81360,4395.073525,4185.72735,4323.577258,4192.569908,4193.011792,4257.10425,4265.853767,4195.947167
2024-08-09T14:00,34.2,928,786,142,860.6,928,1215.5,905.6,767,138.6,839.9,905.6,1186.1,21,10.7,81880,5273.618125,4959.696275,5093.823633,4951.794258,4933.168758,5130.639833,5138.219277,4952.522271
2024-08-09T15:00,35.2,843,697,146,817.6,843,1134.7,797,659,138,773,797,1072.8,19,8.2,82300,6063.775925,5752.273517,5882.627458,5732.857342,5713.408908,5926.9968,5929.996925,5724.7467
2024-08-09T16:00,35.1,670,499,171,669.9,670,991.4,609.1,453.6,155.4,609,609.1,901.2,19,7.4,82600,6693.5,6407.556717,6511,6369.279325,6351.456042,6566.836658,6569.293092,6351.931608
2024-08-09T17:00,35.1,499,343,156,574,499,795.4,428.5,294.6,134,492.9,428.5,683,19,8.7,82880,7102.613317,6847.305075,6921.323308,6796,6777.778308,6996.166667,6995.996867,6760.28015
2024-08-09T18:00,34.2,297,178,119,423.1,297,560,229.7,137.7,92,327.3,229.7,433.1,18,11.6,83000,7272,7042.626042,7099.5,6982.175367,6968.374575,7192.864783,7182.833333,6940.701625
2024-08-09T19:00,32.6,152,88,64,388.8,152,301.2,85,49.2,35.8,217.6,85,168.6,21,10.4,82460,7302,7082,7135,7022.5,7004,7222,7224,6964
2024-08-09T20:00,30.3,19,6,13,60.3,19,74.1,0,0,0,0,0,0,25,2.9,81560,7302,7082,7140,7024,7004,7222,7224,6964
2024-08-09T21:00,27.9,0,0,0,0,0,0,0,0,0,0,0,0,28,6.6,80380,0,0,0,0,0,0,0,0
2024-08-09T22:00,25.4,0,0,0,0,0,0,0,0,0,0,0,0,34,7.2,78160,0,0,0,0,0,0,0,0
2024-08-09T23:00,25.6,0,0,0,0,0,0,0,0,0,0,0,0,35,3,78480,0,0,0,0,0,0,0,0
2024-08-10T00:00,24.6,0,0,0,0,0,0,0,0,0,0,0,0,38,4.8,77360,0,0,0,0,0,0,0,0
2024-08-10T01:00,23.6,0,0,0,0,0,0,0,0,0,0,0,0,42,6.3,75940,0,0,0,0,0,0,0,0
2024-08-10T02:00,22.5,0,0,0,0,0,0,0,0,0,0,0,0,43,6.7,75700,0,0,0,0,0,0,0,0
2024-08-10T03:00,22.7,0,0,0,0,0,0,0,0,0,0,0,0,45,3.9,75760,0,0,0,0,0,0,0,0
2024-08-10T04:00,22.6,0,0,0,0,0,0,0,0,0,0,0,0,45,5.7,75680,0,0,0,0,0,0,0,0
2024-08-10T05:00,22,0,0,0,0,0,0,0,0,0,0,0,0,51,5.4,74000,0,0,0,0,0,0,0,0
2024-08-10T06:00,21,0,0,0,0,0,0,0,0,0,0,0,1,54,4.8,71600,8.500333583,5.451666667,2.790600083,4.736666667,8.138333333,9.125,3.701666667,12.21666667
2024-08-10T07:00,21.6,56,22,34,161.8,56,132.7,112,44,68,237.2,82.1,265.5,59,3.3,68960,113.5624,99,104.3302167,98.66666667,102.1666667,106.3333333,98.66666667,112.902
2024-08-10T08:00,23.6,222,136,86,456,222,397.1,294.5,180.4,114.1,604.8,294.5,526.7,52,5.4,71960,461.0396583,411.2095417,441.2400417,414.1826,423.9756417,424.5,418.9431333,442.9102583
2024-08-10T09:00,25.4,413,289,124,592.7,413,649.1,487.8,341.3,146.5,700.1,487.8,766.7,44,8.3,75640,1008.211858,926.175025,977.1439333,931.8092833,935.6666667,930.8739667,931.8496333,959.0984083
2024-08-10T10:00,27.1,570,397,173,606.4,570,871.6,633.8,441.4,192.4,674.2,633.8,969.1,41,10.5,75880,1735.79795,1628.515142,1704.0926,1636.880108,1638.862725,1633.372025,1635.506308,1658.583658
2024-08-10T11:00,28.6,689,465,224,589.9,689,1049.4,735.5,496.4,239.1,629.7,735.5,1120.2,38,11.5,75860,2582.082475,2459.025117,2542.872458,2460.813542,2462.705983,2464.147358,2463.226983,2471.2024
2024-08-10T12:00,30.4,814,597,217,679.1,814,1170.4,841.3,617,224.3,701.9,841.3,1209.7,34,12.6,77140,3473.264675,3332.381642,3426.733642,3326.8427,3324.113367,3339.984542,3340.252217,3332.484233
2024-08-10T13:00,32,927,782,145,849,927,1226.2,930.8,785.2,145.6,852.5,930.8,1231.3,31,10,78100,4371.882825,4216.888475,4313.988575,4201.735967,4197.205775,4236.386892,4231.861258,4205.319867
2024-08-10T14:00,33.1,909,751,158,824.2,909,1213.2,886.9,732.7,154.2,804.1,886.9,1183.7,28,7.1,79120,5245.936233,5087.489142,5182.211775,5059.431133,5061.856933,5107.242592,5107.227292,5063.538958
2024-08-10T15:00,34.9,619,460,159,541,619,1132,585.1,434.8,150.3,511.4,585.1,1070,23,11.7,81040,5943.274575,5773.447817,5874.847792,5733.285975,5737.473575,5795.217642,5789.583358,5741.967742
2024-08-10T16:00,34.3,431,229,202,308.5,431,988.3,391.6,208.1,183.5,280.3,391.6,897.9,21,15.8,81820,6373.952042,6213.0223,6310.5,6175.996467,6182.236417,6232.544258,6232.682125,6169.166667
2024-08-10T17:00,34,314,159,155,267.3,314,791.8,269.4,136.4,133,229.3,269.4,679.3,22,16.7,81620,6674.089433,6538.759192,6612.5,6488.9674,6496.372625,6553.766533,6544.529425,6469.666667
2024-08-10T18:00,33.3,217,107,110,256.3,217,555.9,167.4,82.5,84.9,197.7,167.4,428.9,22,17,81700,6773.166667,6641.8701,6711.356783,6591.666667,6600,6654.333333,6643.882267,6567.5
2024-08-10T19:00,32.1,152,71,81,318.6,152,296.7,83.9,39.2,44.7,175.9,83.9,163.8,24,14.2,81300,6824,6704,6762,6644,6642,6704,6702,6622
2024-08-10T20:00,30.3,13,1,12,10.2,13,71.7,0,0,0,0,0,0,27,8.9,80340,6824,6704,6762,6644,6642,6704,6702,6622
2024-08-10T21:00,28.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.3,78960,0,0,0,0,0,0,0,0
2024-08-10T22:00,26.8,0,0,0,0,0,0,0,0,0,0,0,0,38,16.6,76700,0,0,0,0,0,0,0,0
2024-08-10T23:00,26.8,0,0,0,0,0,0,0,0,0,0,0,0,37,7.4,77120,0,0,0,0,0,0,0,0
2024-08-11T00:00,25.3,0,0,0,0,0,0,0,0,0,0,0,0,42,6.1,75800,0,0,0,0,0,0,0,0
2024-08-11T01:00,24.5,0,0,0,0,0,0,0,0,0,0,0,0,45,3.5,75780,0,0,0,0,0,0,0,0
2024-08-11T02:00,23.9,0,0,0,0,0,0,0,0,0,0,0,0,50,3.8,74420,0,0,0,0,0,0,0,0
2024-08-11T03:00,22.8,0,0,0,0,0,0,0,0,0,0,0,0,58,3.4,69240,0,0,0,0,0,0,0,0
2024-08-11T04:00,22.7,0,0,0,0,0,0,0,0,0,0,0,0,62,1.5,68140,0,0,0,0,0,0,0,0
2024-08-11T05:00,22.2,0,0,0,0,0,0,0,0,0,0,0,0,63,1.8,67180,0,0,0,0,0,0,0,0
2024-08-11T06:00,21.3,0,0,0,0,0,0,0,0,0,0,0,0,61,1.1,68040,7.048333333,4.553097333,8.086949417,7.02,16.66666667,9.546221417,5.374660667,4.865700583
2024-08-11T07:00,21.1,54,21,33,155.8,54,129.3,109.6,42.6,67,227.8,78.9,262.3,59,2.9,68080,106,86.45453333,105.1666667,90.66666667,105.1666667,91.66666667,89.39631667,89
2024-08-11T08:00,21.7,220,136,84,459.6,220,394.1,292.5,180.8,111.7,611,292.5,523.9,56,7,68440,420.8103667,364.710775,413.596525,378.999225,394.747675,377.0524,376.3333333,379.10315
2024-08-11T09:00,23.7,394,261,133,537.6,394,646.5,465.8,308.5,157.2,635.5,465.8,764.2,51,9,71460,971.48115,888.708,968.684025,908.3643,915.2421167,898.6844833,897.7377417,903.7108667
2024-08-11T10:00,25.3,602,465,137,712.4,602,869.3,669.6,517.2,152.4,792.4,669.6,966.9,47,6.2,73420,1706.755333,1596.704742,1697.338892,1616.56875,1625.657475,1604.510142,1604.584633,1608.4813
2024-08-11T11:00,26.7,716,527,189,670.1,716,1047.3,764.5,562.7,201.8,715.5,764.5,1118.1,41,3.3,75740,2567.031792,2433.3549,2551.328517,2452.297933,2459.585975,2444.087742,2443.227667,2438.570808
2024-08-11T12:00,28.3,734,470,264,535.8,734,1168.3,758.7,485.8,272.9,553.8,758.7,1207.6,35,3.4,76420,3502.894358,3350.608625,3477.281775,3360.833333,3367.373275,3358.133167,3354.5925,3342.08555
2024-08-11T13:00,29.7,852,633,219,688.7,852,1224,855.5,635.6,219.9,691.5,855.5,1229,29,6.5,78720,4431.87645,4272.084808,4402.071608,4273.749817,4275.707467,4286.151292,4279.566117,4249.4365
2024-08-11T14:00,30.7,909,738,171,811.8,909,1210.7,886.8,719.9,166.8,791.9,886.8,1181.1,27,6.2,79300,5318.347783,5147.728167,5277.834542,5143.849892,5148.727525,5165.289092,5159.977575,5112.264067
2024-08-11T15:00,31.5,763,572,191,674.6,763,1129.3,720.9,540.5,180.5,637.4,720.9,1067,28,9.2,79380,6107.6219,5945.666667,6067.369842,5929.899875,5932.234425,5964.257442,5952.048267,5891.872275
2024-08-11T16:00,32.3,627,437,190,590.8,627,985.2,569.3,396.8,172.5,536.4,569.3,894.5,24,18.2,80880,6745.347142,6601.007083,6709.977692,6578.784125,6583.896083,6616.24925,6601.9223,6528.378575
2024-08-11T17:00,31.1,466,330,136,557.6,466,788.2,399.3,282.8,116.5,477.8,399.3,675.4,26,26.3,80180,7160.659517,7051.333333,7136.105133,7011.141842,7018.05245,7055.927358,7038.973567,6947.293125
2024-08-11T18:00,30.1,326,217,109,523.8,326,551.8,250.8,166.9,83.8,402.9,250.8,424.5,25,24.8,80680,7340.601117,7261.833333,7316.833333,7207.5,7218.333333,7256.397508,7237.5,7135.333333
2024-08-11T19:00,29,146,82,64,373.9,146,292.1,79.4,44.6,34.8,203.5,79.4,158.9,25,21,80920,7384,7304,7360.666667,7257.5,7264,7302,7286,7180.666667
2024-08-11T20:00,27.3,15,3,12,31.3,15,69.3,0,0,0,0,0,0,29,15.1,79740,7384,7304,7364,7262,7264,7302,7286,7184
2024-08-11T21:00,25.5,0,0,0,0,0,0,0,0,0,0,0,0,32,9.4,78920,0,0,0,0,0,0,0,0
2024-08-11T22:00,24.2,0,0,0,0,0,0,0,0,0,0,0,0,36,4,77940,0,0,0,0,0,0,0,0
2024-08-11T23:00,22.3,0,0,0,0,0,0,0,0,0,0,0,0,41,6.5,75940,0,0,0,0,0,0,0,0
2024-08-12T00:00,21.9,0,0,0,0,0,0,0,0,0,0,0,0,43,8.4,75880,0,0,0,0,0,0,0,0
2024-08-12T01:00,21.2,0,0,0,0,0,0,0,0,0,0,0,0,48,7.6,74940,0,0,0,0,0,0,0,0
2024-08-12T02:00,20.6,0,0,0,0,0,0,0,0,0,0,0,0,52,7.6,72840,0,0,0,0,0,0,0,0
2024-08-12T03:00,20.7,0,0,0,0,0,0,0,0,0,0,0,0,55,8.4,71100,0,0,0,0,0,0,0,0
2024-08-12T04:00,20.1,0,0,0,0,0,0,0,0,0,0,0,0,54,7.9,71600,0,0,0,0,0,0,0,0
2024-08-12T05:00,19.4,0,0,0,0,0,0,0,0,0,0,0,0,55,8.2,70920,0,0,0,0,0,0,0,0
2024-08-12T06:00,18.5,0,0,0,0,0,0,0,0,0,0,0,0,55,7.2,71200,6.031666667,10.62,4.436666667,2.973333333,8.666666667,9.79,6.406666667,5.572291
2024-08-12T07:00,18.5,56,23,33,172.2,56,125.8,115.3,47.4,68,250.9,81.6,259.1,57,6.7,69360,112.9283333,93.29341667,104.6666667,85.5,97.93044167,93.89564167,91.83333333,90.54401667
2024-08-12T08:00,20.5,232,153,79,521.2,232,391.1,309.1,203.9,105.3,694.5,309.1,521.1,52,11.5,71940,450.4321667,396.0123917,443.5981333,396.1955417,406.2462917,395.02885,396.4300667,406.5
2024-08-12T09:00,22.4,440,337,103,697.3,440,643.9,520.6,398.7,121.9,824.9,520.6,761.8,43,14.3,75620,1039.60775,946.6266833,1028.376617,961,961.3018917,948.543725,957.180825,963.3880333
2024-08-12T10:00,23.7,636,520,116,799,636,866.9,707.7,578.6,129.1,889.1,707.7,964.7,40,12.3,75860,1821.64995,1706.339558,1806.135125,1713.74735,1717.307658,1704.361708,1705.622425,1714
2024-08-12T11:00,25.3,795,671,124,855.3,795,1045.1,848.9,716.5,132.4,913.4,848.9,1116,35,8.7,76660,2725.009583,2587,2705.833333,2593.5077,2596.720717,2584.884983,2587.365283,2592.058508
2024-08-12T12:00,26.4,904,777,127,887.7,904,1166.1,934.4,803.2,131.3,917.5,934.4,1205.4,33,6.6,77440,3685.799783,3540.5,3662.833333,3538.424292,3540.666667,3537.5,3539.5,3524.517508
2024-08-12T13:00,27.5,950,815,135,888.7,950,1221.8,953.8,818.3,135.5,892.2,953.8,1226.7,32,5.4,77720,4648.322375,4492.333333,4615.684933,4474.397042,4474.824567,4482.61535,4487.848475,4460.0016
2024-08-12T14:00,28.4,935,800,135,882.1,935,1208.3,912,780.3,131.7,860.3,912,1178.5,30,6.6,78200,5545.759275,5388.955317,5508.476333,5359.991225,5367.080967,5392.388017,5393.524108,5344.789517
2024-08-12T15:00,29.6,858,713,145,843.3,858,1126.5,810.4,673.5,137,796.5,810.4,1064,30,6.1,78220,6345.10765,6205.255758,6311.259575,6165.319908,6168.690942,6203.179558,6205.407658,6133.764067
2024-08-12T16:00,29.8,720,575,145,780.2,720,981.9,653.4,521.8,131.6,708,653.4,891.1,30,6.9,78480,6973.340675,6860.574767,6945.53685,6806.196258,6809.494658,6844,6846.166667,6764.844125
2024-08-12T17:00,30.1,534,389,145,660.7,534,784.5,457,332.9,124.1,565.4,457,671.4,30,9.3,78680,7383.059825,7295.911683,7357.198742,7227.723875,7236.5,7274.5,7276.333333,7174.5
2024-08-12T18:00,30,318,190,128,462.3,318,547.6,243.9,145.7,98.2,354.6,243.9,420,30,9.2,79140,7546.333333,7493.666667,7527.5,7412.833333,7420.809858,7464.011525,7461.548992,7346.166667
2024-08-12T19:00,29.3,114,44,70,204,114,287.3,61.1,23.6,37.5,109.3,61.1,153.9,30,10.9,79380,7582,7522,7562.333333,7442,7464,7502,7502,7382
2024-08-12T20:00,27.3,12,2,10,21.3,12,66.8,0,0,0,0,0,0,33,9.6,78620,7582,7522,7564,7442,7464,7502,7502,7382
2024-08-12T21:00,25.5,0,0,0,0,0,0,0,0,0,0,0,0,38,5.5,77020,0,0,0,0,0,0,0,0
2024-08-12T22:00,23.9,0,0,0,0,0,0,0,0,0,0,0,0,43,7.6,75860,0,0,0,0,0,0,0,0
2024-08-12T23:00,23.1,0,0,0,0,0,0,0,0,0,0,0,0,44,10.1,75800,0,0,0,0,0,0,0,0
2024-08-13T00:00,22.7,0,0,0,0,0,0,0,0,0,0,0,0,44,10.1,75820,0,0,0,0,0,0,0,0
2024-08-13T01:00,22.1,0,0,0,0,0,0,0,0,0,0,0,0,47,7.6,75320,0,0,0,0,0,0,0,0
2024-08-13T02:00,21.1,0,0,0,0,0,0,0,0,0,0,0,0,51,6.2,73860,0,0,0,0,0,0,0,0
2024-08-13T03:00,20.7,0,0,0,0,0,0,0,0,0,0,0,0,56,5.8,70720,0,0,0,0,0,0,0,0
2024-08-13T04:00,19.7,0,0,0,0,0,0,0,0,0,0,0,0,59,4.7,68180,0,0,0,0,0,0,0,0
2024-08-13T05:00,19,0,0,0,0,0,0,0,0,0,0,0,0,63,3.4,64160,0,0,0,0,0,0,0,0
2024-08-13T06:00,18,0,0,0,0,0,0,0,0,0,0,0,0,66,0.8,63980,5.701666667,12.90333333,4.52307725,9.181666667,3.813333333,4.28276975,4.33,5.489494833
2024-08-13T07:00,17.6,53,20,33,151.2,53,122.3,110.8,41.8,69,219.4,76.9,255.8,68,3.1,56680,106.3333333,93.5,102.5,97.56690833,84.71530833,86.62555,84.61954167,89.16666667
2024-08-13T08:00,19.2,225,142,83,487.7,225,388,300.5,189.7,110.9,651.3,300.5,518.3,65,5.2,56600,450.6077583,397.5815167,441.145175,410.5860167,395.7287333,390.8333333,396.616125,407.6666667
2024-08-13T09:00,22,432,321,111,667.1,432,641.2,511.5,380.1,131.4,790,511.5,759.3,50,7.4,72080,1043.109575,957.23135,1033.022992,972.5256167,958.88915,947.2929083,959.3333333,967.021525
2024-08-13T10:00,24.1,628,502,126,773.8,628,864.6,699.1,558.8,140.3,861.3,699.1,962.4,43,5.7,75260,1822.532033,1707.172158,1806.325742,1726.452792,1710.438292,1693.878517,1713.039075,1713.441417
2024-08-13T11:00,26,789,654,135,835.7,789,1042.9,842.7,698.5,144.2,892.6,842.7,1113.8,37,6.6,75920,2712.958683,2577.666667,2696.063225,2596.540733,2576.198917,2568.166667,2587.137642,2572.688267
2024-08-13T12:00,27.2,901,761,140,871.3,901,1163.9,931.4,786.6,144.7,900.7,931.4,1203.1,34,11.6,76860,3657.47565,3501.830642,3623.865483,3509.994625,3490.865708,3496.791233,3518.777958,3481.103433
2024-08-13T13:00,28.9,953,810,143,885.2,953,1219.5,956.8,813.2,143.6,888.7,956.8,1224.3,30,9.2,78300,4588.353633,4422.498658,4547.492183,4419.511467,4399.208258,4427.459675,4452.788808,4394.166667
2024-08-13T14:00,30.2,943,808,135,893.1,943,1205.7,919.6,787.9,131.6,870.9,919.6,1175.8,25,7.8,80340,5483.337208,5310.5956,5436.65615,5300.809842,5284.688792,5326.902225,5351.666667,5273.887308
2024-08-13T15:00,32.2,873,747,126,886.1,873,1123.6,824.3,705.4,119,836.7,824.3,1060.9,18,8,82780,6292.364008,6126.737875,6247.27435,6108.452958,6088.763833,6142.713808,6172.139508,6071.417283
2024-08-13T16:00,32.2,743,625,118,851.2,743,978.6,673.8,566.8,107,772,673.8,887.5,20,10.7,82160,6932.730967,6794.245567,6889.806592,6752.983775,6740.936167,6798.889408,6826,6708.833333
2024-08-13T17:00,32.1,563,458,105,781.9,563,780.7,481.3,391.5,89.8,668.4,481.3,667.4,19,9.9,82640,7344.095792,7231.90105,7303.5,7181.043633,7171.169058,7234.717058,7257.333333,7123.543558
2024-08-13T18:00,31.4,359,271,88,664.9,359,543.3,274.5,207.2,67.3,508.4,274.5,415.4,19,8.6,82840,7507.833333,7430.67245,7476.222467,7369.862017,7354.727983,7420.5,7445.166667,7301.333333
2024-08-13T19:00,30.1,154,95,59,448.2,154,282.5,81.2,50.1,31.1,236.2,81.2,148.9,22,4.4,82160,7542.333333,7462,7504,7406,7382,7457.985292,7482,7324
2024-08-13T20:00,28.2,16,5,11,54.3,16,64.3,0,0,0,0,0,0,26,2.9,81560,7544,7462,7504,7406,7382,7464,7482,7324
2024-08-13T21:00,25.3,0,0,0,0,0,0,0,0,0,0,0,0,30,5.4,79840,0,0,0,0,0,0,0,0
2024-08-13T22:00,22.6,0,0,0,0,0,0,0,0,0,0,0,0,37,6.6,77300,0,0,0,0,0,0,0,0
2024-08-13T23:00,21.8,0,0,0,0,0,0,0,0,0,0,0,0,37,5.9,77260,0,0,0,0,0,0,0,0
2024-08-14T00:00,21.3,0,0,0,0,0,0,0,0,0,0,0,0,36,6.3,77540,0,0,0,0,0,0,0,0
2024-08-14T01:00,20.3,0,0,0,0,0,0,0,0,0,0,0,0,40,6.3,76480,0,0,0,0,0,0,0,0
2024-08-14T02:00,19.2,0,0,0,0,0,0,0,0,0,0,0,0,43,5.8,75800,0,0,0,0,0,0,0,0
2024-08-14T03:00,19.2,0,0,0,0,0,0,0,0,0,0,0,0,48,4.8,75040,0,0,0,0,0,0,0,0
2024-08-14T04:00,18.6,0,0,0,0,0,0,0,0,0,0,0,0,51,4.4,73460,0,0,0,0,0,0,0,0
2024-08-14T05:00,19,0,0,0,0,0,0,0,0,0,0,0,0,54,3.8,71960,0,0,0,0,0,0,0,0
2024-08-14T06:00,17.9,0,0,0,0,0,0,0,0,0,0,0,0,58,3.2,69000,2.672662167,6.083333333,5.445967,3.715,8.45,2.723333333,2.126666667,7.443677667
2024-08-14T07:00,18.4,50,16,34,122.1,50,118.8,106.3,34,72.3,176.6,72.3,252.6,61,2.9,66920,100.6666667,87.74125,105.3318833,84.8317,95.80248333,75.02145833,84.16666667,100.3333333
